id_soal,soal,jawaban,jawaban_benar,materi,jumlah_dikerjakan,jumlah_benar,kategori_soal
pm45,"Pada tanggal 13 September 2022 di
Pasar Induk Kramat Jati, cabai rawit
merah mengalami kenaikan harga.
Harga semula Rp61000, − per kg,
menjadi Rp64000, − per kg. Pak Junaedi
seorang pedagang sayur di pasar kecil
semula menjual dengan harga
Rp64000, − per kg, kini harus
menaikkan harga menjadi Rp70000, −
per kg agar keuntungan maksimum.
Akibatnya jumlah permintaan cabai
rawit merah di tokonya mengalami
penurunan. Semula per bulan Pak
Junaedi mendapatkan 12 permintaan,
kini hanya menjadi 6 permintaan.
Buatlah persamaan matematika yang
menggambarkan kenaikan harga cabai
rawit merah (C), terhadap menurunnya
permintaan (P)! (dalam ribuan)
","(A) C = −P + 76
(B) C = 6P + 70
(C) C = −7P + 64
(D) C = −7P − 64
(E) C = −P + 70",(A) C = −P + 76,Persamaan Garis Lurus,806,305,sulit
pm46,"Sepasang kekasih sedang melakukan
salam perpisahan di bandara Soekarno –
Hatta. Sang pria ingin merantau ke
Jepang untuk menyelesaikan studi
magisternya. Ketika wanitanya bertanya
“kapan kamu kembali lagi?”, sang pria
menjawab “aku akan kembali setelah
satu tahun lima bulan dua puluh lima
hari dari sekarang”. Jika saat itu si pria
berangkat pada hari Rabu. Maka pada
hari apa ia akan kembali ke Indonesia?
(anggap semua bulan memiliki 30 hari)
","(A) Selasa
(B) Rabu
(C) Kamis
(D) Jumat
(E) Sabtu",(C) Kamis,Bilangan,679,331,sedang
pm47,"Karena keterbatasan dana, Benu hanya
dapat mengundang 10 dari 15 orang
temannya dalam rangka perayaan ulang
tahun. Di antara mereka, ada teman
karibnya bernama Iksan, Imam, Isal,
Ifan, dan Derry. Benu memutuskan
bahwa Imam dan Derry harus diundang.
Isal dan Ifan dipastikan tidak bisa
memenuhi undangan karena sedang
sakit. Banyaknya cara mengundang
teman-temannya adalah....
","
(A) 303
(B) 286
(C) 196
(D) 165
(E) 120",(D) 165,Permutasi dan Kombinasi,308,126,sedang
pm48,"PT. Proper Beauty merupakan
perusahaan yang bergerak di bidang
kosmetik. Suatu hari bendahara
perusahaan sedang menghitung
penerimaan total perusahaan.
Berdasarkan catatannya penerimaan
total perusahaan diformulasikan dengan
: p = 20 + 200q + 2(q)^2
Dengan p adalah total penerimaan
(dalam puluhan ribu rupiah), dan q
adalah kuantitas barang yang
diproduksi. Berdasarkan persamaan
tersebut kuantitas barang yang harus
diproduksi agar meraih keuntungan
maksimum sebesar....
","(A) 40
(B) 50
(C) 60
(D) 70
(E) 80",(B) 50,Fungsi Kuadrat,352,256,mudah
pm49,"Cadangan air bersih yang dapat
digunakan manusia di bumi adalah 1%
dari seluruh air yang ada. Artinya
tantangan manusia dimasa depan adalah
krisis air. Kondisi ini diperparah dengan
semakin meningkatnya pemanasan
global, yang menyebabkan kekeringan
ekstrem. Untuk mensiasati kesulitan air
bersih, pemerintah menggalakan
program hemat air. Pemerintah
menghimbau agar masyarakat cukup
menggunakan 20 liter air. Donni adalah
masyarakat baik yang mengikuti
anjuran pemerintah. Ia mandi dengan
menggunakan gayung berukuran
diameter 16 cm. Asumsikan bahwa
gayung Donni benar – benar
membantunya menghemat air dan
berbentuk silinder (t = 14 cm). Maka
jumlah cidukan yang paling mungkin
didapat Donni agar tak lebih dari
ketentuan berhemat air adalah....
","(A) 10 cidukan
(B) 9 cidukan
(C) 8 cidukan
(D) 7 cidukan
(E) 6 cidukan",(D) 7 cidukan,Bangun Ruang Sisi Lengkung,633,286,sedang
pm50,"Sebuah karang taruna terdiri dari laki –
laki dan perempuan. Salah satu anggota
laki – laki bernama Ripan, dan
Perempuannya bernama Nida. Banyak
teman laki – laki Ripan di karang taruna
tersebut setengah dari jumlah anggota
karang taruna perempuan. Banyak
teman perempuan Nida di karang taruna
tersebut satu lebihnya dari banyaknya
anggota laki – laki. Maka selisih anggota
karang taruna laki – laki dan perempuan
di karang taruna tersebut adalah...
orang","(A) 0
(B) 1
(C) 2
(D) 3
(E) 4",(C) 2,Persamaan Linear,88,3,sulit
pm51,"Sebuah karang taruna terdiri dari laki –
laki dan perempuan. Salah satu anggota
laki – laki bernama Ripan, dan
Perempuannya bernama Nida. Banyak
teman laki – laki Ripan di karang taruna
tersebut setengah dari jumlah anggota
karang taruna perempuan. Banyak
teman perempuan Nida di karang taruna
tersebut satu lebihnya dari banyaknya
anggota laki – laki. Maka jumlah
keseluruhan anggota karang taruna
adalah.... orang.
","(A) 3
(B) 4
(C) 6
(D) 7
(E) 10",(E) 10,Persamaan Linear,626,580,mudah
pm52,"Sebuah karang taruna terdiri dari laki –
laki dan perempuan. Salah satu anggota
laki – laki bernama Ripan, dan
Perempuannya bernama Nida. Banyak
teman laki – laki Ripan di karang taruna
tersebut setengah dari jumlah anggota
karang taruna perempuan. Banyak
teman perempuan Nida di karang taruna
tersebut satu lebihnya dari banyaknya
anggota laki – laki. Jika 6 orang dari
jumlah anggota mencalonkan diri
menjadi ketua dan wakil ketua karang
taruna. Maka banyaknya cara memilih
adalah....
","(A) 16 cara
(B) 30 cara
(C) 36 cara
(D) 420 cara
(E) 720 cara",(B) 30 cara,Kaidah Pencacahan,265,41,sulit
pm53,"Sebuah wahana permainan bernama
‘Ombak Banyu’ memiliki kapasitas
maksimum 36 orang. Berikut adalah
harga tiket wahana sesuai dengan
kategori usia dan hari.
1. Senin – Jumat : anak – anak (min 10
tahun) Rp20,000,00 dan dewasa
Rp30,000,00
2. Sabtu – Minggu, tanggal merah :
anak – anak (min 10 tahun)
Rp30,000 dan dewasa Rp50,000,00.
Jika pada tanggal merah jam 19:00,
seperempat dari wahana diisi oleh anak
usia 10 tahun dan sisanya orang dewasa.
Maka pendapatan yang mungkin
diperoleh pengelola wahana adalah....
","(A) Rp1,200,000,00
(B) Rp1,270,000,00
(C) Rp1,470,000,00
(D) Rp1,520,000,00
(E) Rp1,830,000,00","(C) Rp1,470,000,00",Aritmatika Sosial,413,73,sulit
pm54,"Sebuah wahana permainan bernama
‘Ombak Banyu’ memiliki kapasitas
maksimum 36 orang. Pada suatu hari
wahana terisi penuh dan semua
penumpang duduk melingkar. Jika
pengelola wahana ingin mengatur posisi
duduk, dengan setidaknya ada sepasang
Ayah dan anaknya yang duduk tetap.
Maka banyaknya cara mengatur tempat
duduk adalah....
","(A) 35! × 2
(B) 34! × 3
(C) 33! × 2
(D) 33! × 3
(E) 30! × 2",(A) 35! × 2,Kaidah Pencacahan,756,474,sedang
pm55,"h = 2.8u + 27,5
Seorang dokter anak menggunakan
model di atas untuk melakukan estimasi
h tinggi anak laki – laki (dalam satuan
inchi). Sedangkan u adalah usia anak laki
– laki (dalam tahun), antara rentang usia
2 – 5 tahun. Berdasarkan model
berapakah estimasi kenaikan tinggi
badan anak laki – laki per tahun?
","(A) 2.8
(B) 5,7
(C) 9,5
(D) 1,3
(E) 2,7",(A) 2.8,Persamaan Linear,953,612,sedang
pm56,"h = −5.6(t)^2 + 16.8t
Persamaan diatas merupakan ekspresi
matematika untuk perkiraan ketinggian
h (dalam meter). Bola tersebut
mengalami perubahan ketinggian
terhadap berubahnya waktu t, setelah
diluncurkan secara vertikal dengan
kecepatan 25 m/s dari tanah. Berapa
perkiraan waktu yang dibutuhkan bola
untuk kembali menyentuh tanah?
h = −5.6(t)^2 + 16.8t
Persamaan diatas merupakan ekspresi
matematika untuk perkiraan ketinggian
h (dalam meter). Bola tersebut
mengalami perubahan ketinggian
terhadap berubahnya waktu t, setelah
diluncurkan secara vertikal dengan
kecepatan 25 m/s dari tanah. Berapa
perkiraan waktu yang dibutuhkan bola
untuk kembali menyentuh tanah?
","(A) 3,0 sekon
(B) 4,0 sekon
(C) 4,5 sekon
(D) 5,0 sekon
(E) 7,5 sekon","(A) 3,0 sekon",Fungsi Kuadrat,294,100,sulit
pm57,"Batas berat yang ditetapkan pada
sebuah jembatan yang dilapisi kayu di
daerah Tenggarong adalah 12500
pou~nd. Sebuah truk ekspedisi membawa
sebanyak x kotak dengan ukuran
identik, masing – masing memiliki berat
16 pound hendak melintasi jembatan
tersebut. Jika berat campuran antara
truk dan pengemudinya adalah 4500
pound. Maka nilai maksimum yang
mungkin dari x agar semua elemen
dalam truk mampu melintasi jembatan
kayu tersebut~?
","(A) x ≤ 200
(B) x < 400
(C) x ≤ 500
(D) x < 550
(E) x > 650",(C) x ≤ 500,Pertidaksamaan Linear,713,231,sulit
pm58,"PT. Mencari Cinta Sejati menerapkan
sistem yang unik dalam memberikan
tunjangan pada karyawannya. Setiap
bulannya seorang karyawan akan
memperoleh dua macam tunjangan yaitu
keluaga dan kesehatan. Tunjangan
keluarga ditentukan dari 3/4 gaji pokoknya
ditambah Rp50,000,00. Sedangkan untuk
tunjangan kesehatan adalah setengahnya
tunjangan keluarga. Jika ada seorang
karyawan yang memiliki gaji pokok
Rp2,000,000,00 maka tunjangan yang ia
dapatkan adalah....
","(A) Rp200,000,00
(B) Rp225,000,00
(C) Rp230,000,00
(D) Rp235,000,00
(E) Rp240,000,00","(B) Rp225,000,00",Fungsi Komposisi,648,10,sulit
pm59,"Klinometer merupakan alat pengukur
tinggi benda, dengan memanfaatkan sudut
kemiringan padangan pengamat terhadap
horizontal. Seorang ahli konstruksi ingin
mengukur tinggi suatu gedung, dengan
cara mengukur sudutnya dan didapat hasil
45°. Untuk menghindari kesalahan
pengukuran ia maju sejauh 24 m dari
posisi awal untuk melakukan pengukuran
kedua. Sudut yang didapat pada
pengamatan kedua adalah 60°. Maka tinggi
gedung adalah.... m
","(A) 10'√2 + 3,
(B) 10√2 − 3
(C) 12'√3 + 3,
(D) 12√3 + 3
(E) 13",(C) 12'√3 + 3,Trigonometri,995,55,sulit
pm60,"Pendapatan sebuah klub sepakbola bisa
didapat dari beberapa sumber. Salah
satunya yaitu penjualan tiket saat
pertandingan berlangsung. Besarnya
omzet yang diperoleh tergantung
banyaknya penonton yang menyaksikan
secara langsung di stadion. Jika sebuah
klub sepakbola merilis pendapatan yang
mereka peroleh dalam bentuk fungsi
berikut :
f(x) = 50000x + 20000
Dimana x merupakan jumlah penonton
yang datang menonton. Jika dalam suatu
pertandingan, omzet yang diperoleh
sebesar Rp72,520,000,00. Berapakah
penonton yang menyaksikan pertandingan
saat itu?
","(A) 1350 penonton
(B) 1400 penonton
(C) 1450 penonton
(D) 1500 penonton
(E) 1550 penonton",(C) 1450 penonton,Fungsi Invers,434,379,mudah
pm61,"Nationalgeographic.co.id—Penelitian baru
dari University of California - Riverside
menunjukan perubahan lingkungan dapat
menyebabkan kepunahan massal dapat
terjadi jutaan tahun lebih awal dari yang
disadari para ilmuwan sebelumnya.
Kehilangan ribuan spesies setiap tahun,
Bumi saat ini tengah menuju kepunahan
massal.
Kebanyakan dinosaurus terkenal
menghilang 66 juta tahun yang lalu pada
akhir periode Cretaceous. Sebelum ini,
mayoritas makhluk Bumi dimusnahkan

antara periode Permian dan Trias, kira-
kira 252 juta tahun yang lalu.

Berkat upaya para peneliti di UC Riverside
dan Virginia Tech, kini diketahui bahwa
kepunahan serupa terjadi 550 juta tahun
lalu, selama periode Ediakara. Penemuan
ini didokumentasikan dalam makalah
Prosiding National Academy of Sciences.
Untuk kepentingan penelitian,
sekelompok ilmuwan ingin
mengelompokkan 6 buah fosil dinosaurus
kedalam wadah pengawet. Banyaknya
cara menyusun dimana satu fosil
menempati satu wadah adalah....","(A) 360 cara
(B) 720 cara
(C) 1200 cara
(D) 60 cara
(E) 3500 cara",(B) 720 cara,Peluang,247,175,mudah
pm62,"Nationalgeographic.co.id — Para ilmuwan
telah mengembangkan teknik baru untuk
pengisian baterai EV hanya dalam 10
menit. Terobosan ini merupakan
terobosan teknologi baterai yang
membuka jalan untuk adopsi massal mobil
listrik yang terjangkau.
Terobosan ini adalah kombinasi
pemecahan rekor dari waktu pengisian
yang lebih singkat dan lebih banyak energi

yang diperoleh untuk rentang perjalanan
yang lebih jauh.
Laporan penelitian tersebut telah
diterbitkan di jurnal bergengsi Nature
pada 12 Oktober 2022. Laporan tersebut
bisa didapatkan secara daring dengan
judul ""Fast charging of energy – dense
lithium – ion batteries.""
Jumlah elektron yang mengalir selama
pengisian didefinisikan sebagai,
perbandingan muatan listrik dengan
muatan dasar elektron. Jika muatan yang
mengalir adalah 3,6 C dan muatan
dasarnya adalah 1,6 × 10!""# C. Maka
jumlah elektron yang mengalir sepanjang
pengisian bahan bakar listrik adalah....","(A) 2,25 × 10¹⁹
(B) 22,5 × 10¹⁹
(C) 1,6 × 10¹⁹
(D) 16 × 10¹⁹
(E) 225 × 10²¹","(A) 2,25 × 10¹⁹",Bilangan Berpangkat,183,121,sedang
pm63,"Dalam suatu kelas terdapat 15 murid laki- laki dan 19 murid perempuan. Rata-rata nilai ulangan Matematika di kelas tersebut adalah 80. Setelah melihat hasil tersebut, guru Matematika memberikan kesempatan kepada 4 murid, dengan nilai masing-masing 52, 56, x, dan 66, untuk melakukan remedial. Diketahui bahwa nilai rata-rata peserta remedial naik 8 poin. Jika sebelum remedial, rata-rata nilai ulangan murid yang mengikuti remedial adalah 63. Maka nilai x dan simpangan baku dari sampel anak remedial adalah....","(A) 78 dan 404/3
'
(B) 63 dan 404/3
'
(C) 78 dan 4√(100/3)
'
(D) 63 dan 100/3
'
(E) 78 dan 2√(101/3)",(E) 78 dan 2√(101/3),Statistika,430,386,mudah
pm64,"Sebuah keramik persegi panjang memiliki keliling sebesar 20 cm. Jika luas dari keramik tersebut tidak kurang dari 20 cm^2, maka interval panjang dari persegi panjang tersebut adalah....","(A) −3 ≤ x ≤ 7
(B) 3 < x < 7
(C) −3 ≤ x atau x ≥ 7
(D) 3 ≤ x ≤ 7
(E) 7 ≤ x ≤ x",(D) 3 ≤ x ≤ 8,Pertidaksamaan Kuadrat,6,5,mudah
pm65,"Sebuah kantor ekspedisi memberlakukan
biaya tambahan Rp2500, − sebagai
asuransi pengiriman. Jika pengiriman
hanya menggunakan packing biasa, maka
dikenakan biaya Rp150, − per
kilometernya. Apabila pengiriman
dilakukan dengan penambahan packing
kayu dikenakan biaya tambahan sebesar
Rp10000, −. Adinda ingin mengirim
barang ke rumah Neneknya di Bandung
dari jakarta (200 km) dengan
menggunakan ekspedisi tersebut, dengan
pengamanan ekstra dan asuransi. Maka
total biaya yang harus dikeluarkan Adinda
adalah....","(A) Rp42500, −
(B) Rp32500, −
(C) Rp45000, −
(D) Rp54000, −
(E) Rp55500, −","(A) Rp42500, −",Fungsi Aljabar,48,1,sulit
pm66,"Pada sabtu sore, Joko mengirim x pesan
per jam selama 5 jam. Dan Anwar
mengirim y pesan per jam selama 4 jam.
Manakah ekspresi aljabar berikut yang
menyatakan banyaknya pesan yang
dikirim Joko dan Anwar pada sabtu sore?","(A) 9xy
(B) 20xy
(C) 5x + 4y
(D) 4x + 5y
(E) Semuanya salah",(C) 5x + 4y,Model Matematika,707,176,sulit
pm67,"Japri adalah seorang teknisi yang bekerja
di perushaan smartphone. Setiap
minggunya dia menerima beberapa paket
smartphone yang harus diperbaiki. Jumlah
smartphone yang tersisa untuk diperbaiki
di penghujung hari dapat diperkirakan
dengan persamaan :
p = 108 − 23d

Dimana p adalah banyaknya smartphone
yang tersisa, dan d adalah jumlah hari dia
bekerja pada pekan tertentu. Maksud dari
angka 108 pada persamaan tersebut
adalah?","(A) Japri bisa menyelesaikan perbaikan
selama 108 hari
(B) Japri setiap minggunya mendapatkan
108 smartphone untuk diperbaiki
(C) Japri mampu memperbaiki 108
smartphone per jam
(D) Japri mampu memperbaiki 108
smartphone per hari
(E) Tidak memiliki arti apapun, hanya
konstanta biasa.","(B) Japri setiap minggunya
mendapatkan 108 smartphone untuk
diperbaiki",Model Matematika,380,272,mudah
pm68,"h = 3µ + 28,6

Seorang dokter anak menggunakan model
di atas untuk melakukan estimasi h tinggi
anak laki – laki (dalam satuan inchi).
Sedangkan µ adalah usia anak laki – laki
(dalam tahun), antara rentang usia 2 – 5
tahun. Berdasarkan model berapakah
estimasi kenaikan tinggi badan anak laki –
laki per tahun?","(A) 3
(B) 5,7
(C) 9,5
(D) 14,3
(E) 2,7",(A) 4,Model Matematika,834,188,sulit
pm69,"b = 2,35 + 0,25x
c = 1,75 + 0,40x

Pada sistem persamaan diatas, b dan c
mewakili harga per kilogram daging sapi
dan daging ayam, dalam Euro (€) selama x
pekan di awal musim panas. Berapakah

harga per kilogram daging sapi disaat
harganya sama dengan harga per kilogram
daging ayam?","(A) € 2,60
(B) € 2,85
(C) € 2,95
(D) € 3,35
(E) € 2,21","(D) € 3,36",Sistem Persamaan Linear Dua Variabel,287,145,sedang
pm70,"Marko membeli laptop di toko yang
memberikan diskon sebesar 20% dari
harga aslinya. Total uang yang harus
dibayarkan dinotasikan dengan p Rupiah,
termasuk pajak sebesar 8% yang
diberlakukan untuk barang diskon.
Manakah bentuk matematis berikut yang
menyatakan harga asli laptop?","(A) 0,88p
(B) p/0.88
(C) (0,8)(1,08)p
(D) p/(0,8)(1,08)
(E) 1,08p","(D) p/(0,8)(1,08)",Aritmatika Sosial,830,539,sedang
pm71,"Seorang petugas lapang dari Badan
Meteorologi Klimatologi dan Geofisika,
melakukan pengamatan suhu udara.
Pengukuran dilakukan 4 kali dengan
selisih tiap pengukuran adalah 6 jam,
dengan pengukuran pertama dilakukan jam 07:00 pagi. Kecuali pada pengukuran
keempat yang memiliki selisih 8 jam dari
pengukuran ketiga. Hasil pengukuran
suhu udara pada 3 kali pengamatan
berturut – turut adalah
25°C, 34°C, dan 30°C. Pada pengamatan
keempat sang petugas ketiduran sehingga
tidak dilakukan adanya pengukuran. Jika
rata – rata suhu udara harian pada wilayah
pengamatan biasanya adalah 31,5°C. Maka
perkiraan nilai suhu pada pengukuran
keempat adalah....","(A) 30°C
(B) 20°C
(C) 25°C
(D) 31°C
(E) 35°C",(C) 25°C,Statistika,686,14,sulit
pm72,"Kirani merupakan seorang pegawai toko
Pizza. Ia ingin memotong Pizza pesanan
yang berdiameter 20 cm. Pizza tersebut
akan dipotong menjadi 10 bagian
membentuk juring. Besarnya sudut pusat
dari 10 potongan tersebut membentuk
barisan aritmatika. Jika besarnya sudut
pusat potongan Pizza yang terkecil sama
dengan 1/5 dari besar sudut pusat potongan
yang terbesar. Maka berapakah sudut
potongan Pizza terbesar?","(A) 90°
(B) 45°
(C) 60°
(D) 120°
(E) 112°",(C) 60°,Barisan dan Deret,63,11,sulit
pm73,"Sebuah produsen air mineral membuat
tiga varian ukuran kemasan dalam bentuk
botol. Ketiga ukuran tersebut adalah kecil,
sedang, dan besar. Volume 2 botol kecil
dan 3 botol sedang adalah 3450 mL.
Volume 3 botol kecil dan 4 botol besar
adalah 7800 mL. Sedangkan volume 2
botol sedang dan 3 botol besar adalah
6000 mL. Jika seorang penderita gagal
ginjal hanya diperbolehkan untuk
mengonsumsi air tidak lebih dari 1,6 liter
per hari. Maka varian ukuran dan jumlah
yang bisa diminum adalah....","(A) 1 kecil dan 1 sedang
(B) 2 kecil dan 1 sedang
(C) 1 besar dan 1 sedang
(D) 1 kecil dan 1 besar
(E) 2 kecil dan 1 sedang",(A) 1 kecil dan 1 sedang,"Sistem Persamaan Linear Tiga
Variabel",652,243,sulit
pm74,"Pada seorang penderita luka serius,
terdapat bakteri parasit yang mengganggu
penyembuhan. Tim dokter yang
menanganinya melakukan pengamatan
jumlah bakteri saat pertama kali pasien

tiba di ruang pengamatan. Terdapat
sekitar 6250 bakteri pada awal
pengamatan (pukul 09:00). Dalam rangka
upaya mengurangi jumlah bakteri, tim
dokter memberikan obat tetes pembunuh
bakteri. Obat tersebut ampuh mengurangi
20% bakteri setiap 3 jam – nya. Jika
pemberian obat tetes terus dilakukan
hingga pukul 21:00. Maka perkiraan
bakteri yang tersisa berjumlah....","(A) 100 bakteri
(B) 2048 bakteri
(C) 2560 bakteri
(D) 3200 bakteri
(E) 3680 bakteri",(C) 2560 bakteri,barisan dan deret,944,443,sedang
pm75,"Rata – rata skor 8 pemain basket adalah14,5 poin. Jika skor individual yang palingbesar dihilangkan, maka rata – rataskornya menjadi 12 poin. Maka skortertinggi dari pemain yang sempat dihilangkan adalah?","(A) 20
(B) 24
(C) 32
(D) 36
(E) 40
",(C) 33,Statistika,332,307,mudah
pm76,"Seorang psikolog sedang
mempersiapkan eksperimen.
Eksperimen tersebut bertujuan
mengamati perilaku kecenderungan
seseorang untuk memilih pilihan
pertama. Dalam percobaannya, jumlah
partisipan sebanyak 300 orang. Mereka
disajikan 5 gambar yang menurut
mereka menarik. Kloter pertama yang
terdiri dari 150 orang, 36 diantaranya
memilih gambar pertama. Kloter kedua
yang terdiri dari 150 orang juga,
sebanyak p orang juga memilih gambar
pertama. Jika lebih dari 20% partisipan
memilih gambar pertama. Manakah
pertidaksamaan dibawah ini yang
menggambarkan kajadian tersebut?","(A) p > 0,20(300 − 36); dimana p ≤
150
(B) p > 0,20(300 + 36); dimana p ≤
150
(C) p − 36 > 0,20(300); dimana p ≤
150
(D) p + 36 > 0,20(300); dimana p ≤
150
(E) Semuanya salah","(C) p − 36 > 0,20(300); dimana p ≤ 151",Pertidaksamaan Kuadrat,93,17,sulit
pm77,"Di kota X, siswa kelas 8 binaan bapak
Sugeng yang terdiri dari 26 orang,
sebanyak 34,6% - nya setidaknya
memiliki 2 saudara kandung. Rata – rata
di kota X memang jumlah siswanya
dalam satu kelas adalah 26 orang. Jika
siswa di kelas bapak Sugeng mewakili
siswa di kelas 8 di seluruh kota, dan
terdapat 1800 kelas 8 di kota X. Manakah
berikut ini perkiraan yang akurat untuk
jumlah siswa kelas 8 di koa X, yang
memiliki saudara kandung kurang dari
dua?","(A) 16200
(B) 23400
(C) 30600
(D) 46800
(E) 51200",(C) 30601,Operasi Bilangan,599,371,sedang
